class,file,spectrum_type,frequency_hz,relative_psd_db,theoretical_source_fault_frequency_hz
IR,IR007_0.mat,envelope,439.0,-45.61718648678675,162.09571893298633
IR,IR007_0.mat,envelope,440.0,-55.504611736110796,162.09571893298633
IR,IR007_0.mat,envelope,441.0,-45.47215016785572,162.09571893298633
IR,IR007_0.mat,envelope,442.0,-32.66687142946441,162.09571893298633
IR,IR007_0.mat,envelope,443.0,-25.6428082679154,162.09571893298633
IR,IR007_0.mat,envelope,444.0,-26.427286816314943,162.09571893298633
IR,IR007_0.mat,envelope,445.0,-31.19322892679929,162.09571893298633
IR,IR007_0.mat,envelope,446.0,-36.43330615424064,162.09571893298633
IR,IR007_0.mat,envelope,447.0,-43.190327400371224,162.09571893298633
IR,IR007_0.mat,envelope,448.0,-40.90561327337415,162.09571893298633
IR,IR007_0.mat,envelope,449.0,-43.08451325226155,162.09571893298633
IR,IR007_0.mat,envelope,450.0,-37.52066552153901,162.09571893298633
IR,IR007_0.mat,envelope,451.0,-31.363341397297084,162.09571893298633
IR,IR007_0.mat,envelope,452.0,-33.92580596455883,162.09571893298633
IR,IR007_0.mat,envelope,453.0,-44.89326077383324,162.09571893298633
IR,IR007_0.mat,envelope,454.0,-23.134080892249624,162.09571893298633
IR,IR007_0.mat,envelope,455.0,-16.92639514079989,162.09571893298633
IR,IR007_0.mat,envelope,456.0,-21.813153596425092,162.09571893298633
IR,IR007_0.mat,envelope,457.0,-35.20434893639828,162.09571893298633
IR,IR007_0.mat,envelope,458.0,-43.03774551994436,162.09571893298633
IR,IR007_0.mat,envelope,459.0,-38.17430881808603,162.09571893298633
IR,IR007_0.mat,envelope,460.0,-33.06580215233029,162.09571893298633
IR,IR007_0.mat,envelope,461.0,-34.48277789860406,162.09571893298633
IR,IR007_0.mat,envelope,462.0,-43.97170335823504,162.09571893298633
IR,IR007_0.mat,envelope,463.0,-38.45807767396518,162.09571893298633
IR,IR007_0.mat,envelope,464.0,-42.685437474892964,162.09571893298633
IR,IR007_0.mat,envelope,465.0,-33.6974530704827,162.09571893298633
IR,IR007_0.mat,envelope,466.0,-34.38173817842726,162.09571893298633
IR,IR007_0.mat,envelope,467.0,-35.72038731813229,162.09571893298633
IR,IR007_0.mat,envelope,468.0,-45.744315360709386,162.09571893298633
IR,IR007_0.mat,envelope,469.0,-40.55219152940307,162.09571893298633
IR,IR007_0.mat,envelope,470.0,-42.79127347235374,162.09571893298633
IR,IR007_0.mat,envelope,471.0,-41.8772171681709,162.09571893298633
IR,IR007_0.mat,envelope,472.0,-36.57799799647379,162.09571893298633
IR,IR007_0.mat,envelope,473.0,-27.516496393897473,162.09571893298633
IR,IR007_0.mat,envelope,474.0,-30.39671681321152,162.09571893298633
IR,IR007_0.mat,envelope,475.0,-37.67975834978734,162.09571893298633
IR,IR007_0.mat,envelope,476.0,-34.10397615760807,162.09571893298633
IR,IR007_0.mat,envelope,477.0,-34.119086441064994,162.09571893298633
IR,IR007_0.mat,envelope,478.0,-33.04087065509123,162.09571893298633
IR,IR007_0.mat,envelope,479.0,-33.181980229402164,162.09571893298633
IR,IR007_0.mat,envelope,480.0,-34.35887876716766,162.09571893298633
IR,IR007_0.mat,envelope,481.0,-41.12688416597862,162.09571893298633
IR,IR007_0.mat,envelope,482.0,-40.62255711799231,162.09571893298633
IR,IR007_0.mat,envelope,483.0,-35.991685693469464,162.09571893298633
IR,IR007_0.mat,envelope,484.0,-15.946114159863463,162.09571893298633
IR,IR007_0.mat,envelope,485.0,-10.599320318717492,162.09571893298633
IR,IR007_0.mat,envelope,486.0,-16.666753657886964,162.09571893298633
IR,IR007_0.mat,envelope,487.0,-32.761779822207586,162.09571893298633
IR,IR007_0.mat,envelope,488.0,-37.2144509556662,162.09571893298633
IR,IR007_0.mat,envelope,489.0,-40.12743005541263,162.09571893298633
IR,IR007_0.mat,envelope,490.0,-46.29360385737586,162.09571893298633
IR,IR007_0.mat,envelope,491.0,-44.36825597036009,162.09571893298633
IR,IR007_0.mat,envelope,492.0,-46.00067179020745,162.09571893298633
IR,IR007_0.mat,envelope,493.0,-48.451305417726346,162.09571893298633
IR,IR007_0.mat,envelope,494.0,-41.53523247032937,162.09571893298633
IR,IR007_0.mat,envelope,495.0,-37.99682796608252,162.09571893298633
IR,IR007_0.mat,envelope,496.0,-30.863367912761603,162.09571893298633
IR,IR007_0.mat,envelope,497.0,-28.30219473410999,162.09571893298633
IR,IR007_0.mat,envelope,498.0,-38.94775567166982,162.09571893298633
IR,IR007_0.mat,envelope,499.0,-38.12867501364352,162.09571893298633
IR,IR007_0.mat,envelope,500.0,-37.079655205712854,162.09571893298633
B,B007_0.mat,vibration,0.0,-40.07721762331981,141.08907248279553
B,B007_0.mat,vibration,11.71875,-37.50155443296974,141.08907248279553
B,B007_0.mat,vibration,23.4375,-38.42595466354206,141.08907248279553
B,B007_0.mat,vibration,35.15625,-39.961920021923035,141.08907248279553
B,B007_0.mat,vibration,46.875,-43.92728893857959,141.08907248279553
B,B007_0.mat,vibration,58.59375,-41.486962096726714,141.08907248279553
B,B007_0.mat,vibration,70.3125,-43.30133049415117,141.08907248279553
B,B007_0.mat,vibration,82.03125,-39.379121205453686,141.08907248279553
B,B007_0.mat,vibration,93.75,-37.40103312964466,141.08907248279553
B,B007_0.mat,vibration,105.46875,-34.8952168273818,141.08907248279553
B,B007_0.mat,vibration,117.1875,-28.035136671849724,141.08907248279553
B,B007_0.mat,vibration,128.90625,-27.587614578509303,141.08907248279553
B,B007_0.mat,vibration,140.625,-20.31549793665114,141.08907248279553
B,B007_0.mat,vibration,152.34375,-11.498825858488386,141.08907248279553
B,B007_0.mat,vibration,164.0625,-8.73271514912766,141.08907248279553
B,B007_0.mat,vibration,175.78125,-17.20685471120595,141.08907248279553
B,B007_0.mat,vibration,187.5,-16.979134975948377,141.08907248279553
B,B007_0.mat,vibration,199.21875,-19.126464428853286,141.08907248279553
B,B007_0.mat,vibration,210.9375,-30.811856448757776,141.08907248279553
B,B007_0.mat,vibration,222.65625,-27.128935923116792,141.08907248279553
B,B007_0.mat,vibration,234.375,-22.636765933313153,141.08907248279553
B,B007_0.mat,vibration,246.09375,-21.10704557662117,141.08907248279553
B,B007_0.mat,vibration,257.8125,-20.421847210812246,141.08907248279553
B,B007_0.mat,vibration,269.53125,-18.321285661271368,141.08907248279553
B,B007_0.mat,vibration,281.25,-23.688546401744457,141.08907248279553
B,B007_0.mat,vibration,292.96875,-26.018759228608417,141.08907248279553
B,B007_0.mat,vibration,304.6875,-25.888377037136785,141.08907248279553
B,B007_0.mat,vibration,316.40625,-24.23971174076356,141.08907248279553
B,B007_0.mat,vibration,328.125,-23.441384285284688,141.08907248279553
B,B007_0.mat,vibration,339.84375,-23.613196974876296,141.08907248279553
B,B007_0.mat,vibration,351.5625,-13.40581143673506,141.08907248279553
B,B007_0.mat,vibration,363.28125,-11.04659627816454,141.08907248279553
B,B007_0.mat,vibration,375.0,-19.10209795889002,141.08907248279553
B,B007_0.mat,vibration,386.71875,-20.41254877411339,141.08907248279553
B,B007_0.mat,vibration,398.4375,-19.44949039759837,141.08907248279553
B,B007_0.mat,vibration,410.15625,-16.224007807618893,141.08907248279553
B,B007_0.mat,vibration,421.875,-13.844590717770878,141.08907248279553
B,B007_0.mat,vibration,433.59375,-20.097801589395175,141.08907248279553
B,B007_0.mat,vibration,445.3125,-22.432883466511345,141.08907248279553
B,B007_0.mat,vibration,457.03125,-22.26727350769384,141.08907248279553
B,B007_0.mat,vibration,468.75,-20.75871828316403,141.08907248279553
B,B007_0.mat,vibration,480.46875,-17.779374224512758,141.08907248279553
B,B007_0.mat,vibration,492.1875,-20.914946602079976,141.08907248279553
B,B007_0.mat,vibration,503.90625,-16.467905739987597,141.08907248279553
B,B007_0.mat,vibration,515.625,-16.702615982450666,141.08907248279553
B,B007_0.mat,vibration,527.34375,-17.487053203102437,141.08907248279553
B,B007_0.mat,vibration,539.0625,-11.495463055914197,141.08907248279553
B,B007_0.mat,vibration,550.78125,-14.461319062472649,141.08907248279553
B,B007_0.mat,vibration,562.5,-14.02251649551015,141.08907248279553
B,B007_0.mat,vibration,574.21875,-15.727528226814137,141.08907248279553
B,B007_0.mat,vibration,585.9375,-16.691142106093405,141.08907248279553
B,B007_0.mat,vibration,597.65625,-13.24586793740161,141.08907248279553
B,B007_0.mat,vibration,609.375,-17.58385237591648,141.08907248279553
B,B007_0.mat,vibration,621.09375,-16.947028773044913,141.08907248279553
B,B007_0.mat,vibration,632.8125,-13.913744094416975,141.08907248279553
B,B007_0.mat,vibration,644.53125,-10.636369164904256,141.08907248279553
B,B007_0.mat,vibration,656.25,-8.269635125933132,141.08907248279553
B,B007_0.mat,vibration,667.96875,-12.625512318618997,141.08907248279553
B,B007_0.mat,vibration,679.6875,-22.692148620055058,141.08907248279553
B,B007_0.mat,vibration,691.40625,-21.836819392048326,141.08907248279553
B,B007_0.mat,vibration,703.125,-21.80121547067085,141.08907248279553
B,B007_0.mat,vibration,714.84375,-15.989291162610474,141.08907248279553
B,B007_0.mat,vibration,726.5625,-17.491328420351223,141.08907248279553
B,B007_0.mat,vibration,738.28125,-22.489689119732024,141.08907248279553
B,B007_0.mat,vibration,750.0,-21.297842615591147,141.08907248279553
B,B007_0.mat,vibration,761.71875,-23.60301705320476,141.08907248279553
B,B007_0.mat,vibration,773.4375,-27.716354904711412,141.08907248279553
B,B007_0.mat,vibration,785.15625,-29.57642517365652,141.08907248279553
B,B007_0.mat,vibration,796.875,-28.459105628886295,141.08907248279553
B,B007_0.mat,vibration,808.59375,-24.22859901581831,141.08907248279553
B,B007_0.mat,vibration,820.3125,-27.84952785184837,141.08907248279553
B,B007_0.mat,vibration,832.03125,-20.317746612405536,141.08907248279553
B,B007_0.mat,vibration,843.75,-18.724336573317622,141.08907248279553
B,B007_0.mat,vibration,855.46875,-22.870265960033805,141.08907248279553
B,B007_0.mat,vibration,867.1875,-20.504257149967398,141.08907248279553
B,B007_0.mat,vibration,878.90625,-27.103946044664163,141.08907248279553
B,B007_0.mat,vibration,890.625,-27.028982507136536,141.08907248279553
B,B007_0.mat,vibration,902.34375,-26.226177215301128,141.08907248279553
B,B007_0.mat,vibration,914.0625,-29.063723909085404,141.08907248279553
B,B007_0.mat,vibration,925.78125,-29.15460584392843,141.08907248279553
B,B007_0.mat,vibration,937.5,-25.480612299990668,141.08907248279553
B,B007_0.mat,vibration,949.21875,-24.788877809800063,141.08907248279553
B,B007_0.mat,vibration,960.9375,-16.571722665137344,141.08907248279553
B,B007_0.mat,vibration,972.65625,-10.922849113028859,141.08907248279553
B,B007_0.mat,vibration,984.375,-15.65164572164814,141.08907248279553
B,B007_0.mat,vibration,996.09375,-26.967811570339318,141.08907248279553
B,B007_0.mat,vibration,1007.8125,-29.647533055993428,141.08907248279553
B,B007_0.mat,vibration,1019.53125,-26.37636289863382,141.08907248279553
B,B007_0.mat,vibration,1031.25,-27.00931648824785,141.08907248279553
B,B007_0.mat,vibration,1042.96875,-18.355275891581048,141.08907248279553
B,B007_0.mat,vibration,1054.6875,-19.581666990785397,141.08907248279553
B,B007_0.mat,vibration,1066.40625,-22.278940952773453,141.08907248279553
B,B007_0.mat,vibration,1078.125,-16.82961636351249,141.08907248279553
B,B007_0.mat,vibration,1089.84375,-20.586089842239232,141.08907248279553
B,B007_0.mat,vibration,1101.5625,-11.284708242670312,141.08907248279553
B,B007_0.mat,vibration,1113.28125,-11.242089444349286,141.08907248279553
B,B007_0.mat,vibration,1125.0,-19.78487852138734,141.08907248279553
B,B007_0.mat,vibration,1136.71875,-17.11411695660113,141.08907248279553
B,B007_0.mat,vibration,1148.4375,-22.088864588663313,141.08907248279553
B,B007_0.mat,vibration,1160.15625,-23.50938054240104,141.08907248279553
B,B007_0.mat,vibration,1171.875,-22.786211770620657,141.08907248279553
B,B007_0.mat,vibration,1183.59375,-21.702174891797004,141.08907248279553
B,B007_0.mat,vibration,1195.3125,-18.538179886056028,141.08907248279553
B,B007_0.mat,vibration,1207.03125,-24.030147768875565,141.08907248279553
B,B007_0.mat,vibration,1218.75,-33.0508064367148,141.08907248279553
B,B007_0.mat,vibration,1230.46875,-29.90888504796548,141.08907248279553
B,B007_0.mat,vibration,1242.1875,-28.943186644731036,141.08907248279553
B,B007_0.mat,vibration,1253.90625,-29.376152086337505,141.08907248279553
B,B007_0.mat,vibration,1265.625,-27.406170505405434,141.08907248279553
B,B007_0.mat,vibration,1277.34375,-28.359565792221012,141.08907248279553
B,B007_0.mat,vibration,1289.0625,-24.83945754891021,141.08907248279553
B,B007_0.mat,vibration,1300.78125,-23.230622786313372,141.08907248279553
B,B007_0.mat,vibration,1312.5,-27.37833681369141,141.08907248279553
B,B007_0.mat,vibration,1324.21875,-29.38523022721451,141.08907248279553
B,B007_0.mat,vibration,1335.9375,-31.424101112527396,141.08907248279553
B,B007_0.mat,vibration,1347.65625,-29.971594846522063,141.08907248279553
B,B007_0.mat,vibration,1359.375,-28.90343188049708,141.08907248279553
B,B007_0.mat,vibration,1371.09375,-21.503203392168615,141.08907248279553
B,B007_0.mat,vibration,1382.8125,-21.14166083100009,141.08907248279553
B,B007_0.mat,vibration,1394.53125,-22.06924881221553,141.08907248279553
B,B007_0.mat,vibration,1406.25,-17.0884263915756,141.08907248279553
B,B007_0.mat,vibration,1417.96875,-19.44443640736408,141.08907248279553
B,B007_0.mat,vibration,1429.6875,-5.981086656641757,141.08907248279553
B,B007_0.mat,vibration,1441.40625,-4.681522015612989,141.08907248279553
B,B007_0.mat,vibration,1453.125,-16.59895333986524,141.08907248279553
B,B007_0.mat,vibration,1464.84375,-25.408806025921923,141.08907248279553
B,B007_0.mat,vibration,1476.5625,-28.47915835459405,141.08907248279553
B,B007_0.mat,vibration,1488.28125,-30.577501489539586,141.08907248279553
B,B007_0.mat,vibration,1500.0,-26.54353464025917,141.08907248279553
B,B007_0.mat,vibration,1511.71875,-25.660127222035012,141.08907248279553
B,B007_0.mat,vibration,1523.4375,-26.250302906227695,141.08907248279553
B,B007_0.mat,vibration,1535.15625,-26.856081315505875,141.08907248279553
B,B007_0.mat,vibration,1546.875,-27.531657351931187,141.08907248279553
B,B007_0.mat,vibration,1558.59375,-23.703625927788913,141.08907248279553
B,B007_0.mat,vibration,1570.3125,-27.087656530095366,141.08907248279553
B,B007_0.mat,vibration,1582.03125,-27.360713912809803,141.08907248279553
B,B007_0.mat,vibration,1593.75,-26.700408386071828,141.08907248279553
B,B007_0.mat,vibration,1605.46875,-25.7577206522183,141.08907248279553
B,B007_0.mat,vibration,1617.1875,-23.60772263596603,141.08907248279553
B,B007_0.mat,vibration,1628.90625,-29.680447032341295,141.08907248279553
B,B007_0.mat,vibration,1640.625,-31.06415871163446,141.08907248279553
B,B007_0.mat,vibration,1652.34375,-28.22174722477424,141.08907248279553
B,B007_0.mat,vibration,1664.0625,-32.17693097978173,141.08907248279553
B,B007_0.mat,vibration,1675.78125,-33.96418352438039,141.08907248279553
B,B007_0.mat,vibration,1687.5,-28.08515051083143,141.08907248279553
B,B007_0.mat,vibration,1699.21875,-27.011871073333204,141.08907248279553
B,B007_0.mat,vibration,1710.9375,-23.964344779776955,141.08907248279553
B,B007_0.mat,vibration,1722.65625,-19.820367517624046,141.08907248279553
B,B007_0.mat,vibration,1734.375,-23.377139446332148,141.08907248279553
B,B007_0.mat,vibration,1746.09375,-25.328954332212096,141.08907248279553
B,B007_0.mat,vibration,1757.8125,-27.28538753870275,141.08907248279553
B,B007_0.mat,vibration,1769.53125,-27.0631812219384,141.08907248279553
B,B007_0.mat,vibration,1781.25,-25.784801813549755,141.08907248279553
B,B007_0.mat,vibration,1792.96875,-26.59883878386995,141.08907248279553
B,B007_0.mat,vibration,1804.6875,-26.165199259959163,141.08907248279553
B,B007_0.mat,vibration,1816.40625,-25.817121809508755,141.08907248279553
B,B007_0.mat,vibration,1828.125,-25.427803203918444,141.08907248279553
B,B007_0.mat,vibration,1839.84375,-26.53096158380507,141.08907248279553
B,B007_0.mat,vibration,1851.5625,-30.45340197265238,141.08907248279553
B,B007_0.mat,vibration,1863.28125,-30.43554286614281,141.08907248279553
B,B007_0.mat,vibration,1875.0,-26.22495693070917,141.08907248279553
B,B007_0.mat,vibration,1886.71875,-25.641755110529736,141.08907248279553
B,B007_0.mat,vibration,1898.4375,-23.60055637196244,141.08907248279553
B,B007_0.mat,vibration,1910.15625,-20.481772131007148,141.08907248279553
B,B007_0.mat,vibration,1921.875,-19.687613675221765,141.08907248279553
B,B007_0.mat,vibration,1933.59375,-16.818771813983634,141.08907248279553
B,B007_0.mat,vibration,1945.3125,-17.501276833508502,141.08907248279553
B,B007_0.mat,vibration,1957.03125,-19.129291858944,141.08907248279553
B,B007_0.mat,vibration,1968.75,-16.476140457887606,141.08907248279553
B,B007_0.mat,vibration,1980.46875,-17.930807474709937,141.08907248279553
B,B007_0.mat,vibration,1992.1875,-21.21094955364889,141.08907248279553
B,B007_0.mat,vibration,2003.90625,-25.450497974607494,141.08907248279553
B,B007_0.mat,vibration,2015.625,-24.67813950498116,141.08907248279553
B,B007_0.mat,vibration,2027.34375,-22.873711521303925,141.08907248279553
B,B007_0.mat,vibration,2039.0625,-25.537398155191934,141.08907248279553
B,B007_0.mat,vibration,2050.78125,-26.85049293211567,141.08907248279553
B,B007_0.mat,vibration,2062.5,-23.344761165274672,141.08907248279553
B,B007_0.mat,vibration,2074.21875,-25.845237111852942,141.08907248279553
B,B007_0.mat,vibration,2085.9375,-32.02209846304387,141.08907248279553
B,B007_0.mat,vibration,2097.65625,-28.814409911387756,141.08907248279553
B,B007_0.mat,vibration,2109.375,-28.405922812980137,141.08907248279553
B,B007_0.mat,vibration,2121.09375,-28.191386734277607,141.08907248279553
B,B007_0.mat,vibration,2132.8125,-28.642478761167904,141.08907248279553
B,B007_0.mat,vibration,2144.53125,-27.953103645217496,141.08907248279553
B,B007_0.mat,vibration,2156.25,-27.00983392128019,141.08907248279553
B,B007_0.mat,vibration,2167.96875,-27.893398940760463,141.08907248279553
B,B007_0.mat,vibration,2179.6875,-27.521364125804595,141.08907248279553
B,B007_0.mat,vibration,2191.40625,-25.356061434793126,141.08907248279553
B,B007_0.mat,vibration,2203.125,-23.627211805133705,141.08907248279553
B,B007_0.mat,vibration,2214.84375,-25.88785869141924,141.08907248279553
B,B007_0.mat,vibration,2226.5625,-24.996749897396164,141.08907248279553
B,B007_0.mat,vibration,2238.28125,-23.098931628792588,141.08907248279553
B,B007_0.mat,vibration,2250.0,-22.206552578579704,141.08907248279553
B,B007_0.mat,vibration,2261.71875,-22.397285944378808,141.08907248279553
B,B007_0.mat,vibration,2273.4375,-20.1069979193792,141.08907248279553
B,B007_0.mat,vibration,2285.15625,-21.730329122620297,141.08907248279553
B,B007_0.mat,vibration,2296.875,-21.95525422813113,141.08907248279553
B,B007_0.mat,vibration,2308.59375,-22.75333761530718,141.08907248279553
B,B007_0.mat,vibration,2320.3125,-22.96251647808768,141.08907248279553
B,B007_0.mat,vibration,2332.03125,-21.8170175690139,141.08907248279553
B,B007_0.mat,vibration,2343.75,-23.546564998393723,141.08907248279553
B,B007_0.mat,vibration,2355.46875,-24.127387988332906,141.08907248279553
B,B007_0.mat,vibration,2367.1875,-20.275065597572457,141.08907248279553
B,B007_0.mat,vibration,2378.90625,-23.705501181908147,141.08907248279553
B,B007_0.mat,vibration,2390.625,-22.476983985760874,141.08907248279553
B,B007_0.mat,vibration,2402.34375,-22.116790243127976,141.08907248279553
B,B007_0.mat,vibration,2414.0625,-19.350153335009,141.08907248279553
B,B007_0.mat,vibration,2425.78125,-16.262180993884094,141.08907248279553
B,B007_0.mat,vibration,2437.5,-17.311675043015832,141.08907248279553
B,B007_0.mat,vibration,2449.21875,-14.443437071587972,141.08907248279553
B,B007_0.mat,vibration,2460.9375,-13.973184075030481,141.08907248279553
B,B007_0.mat,vibration,2472.65625,-15.248641837179012,141.08907248279553
B,B007_0.mat,vibration,2484.375,-16.36837083673652,141.08907248279553
B,B007_0.mat,vibration,2496.09375,-14.244369968518761,141.08907248279553
B,B007_0.mat,vibration,2507.8125,-11.522578295889813,141.08907248279553
B,B007_0.mat,vibration,2519.53125,-14.34380029692074,141.08907248279553
B,B007_0.mat,vibration,2531.25,-16.011409253077158,141.08907248279553
B,B007_0.mat,vibration,2542.96875,-13.468287354658028,141.08907248279553
B,B007_0.mat,vibration,2554.6875,-10.448898904768736,141.08907248279553
B,B007_0.mat,vibration,2566.40625,-8.23681357316845,141.08907248279553
B,B007_0.mat,vibration,2578.125,-5.9270276052155175,141.08907248279553
B,B007_0.mat,vibration,2589.84375,-6.062082238880868,141.08907248279553
B,B007_0.mat,vibration,2601.5625,-5.568222082299934,141.08907248279553
B,B007_0.mat,vibration,2613.28125,-4.302715577108741,141.08907248279553
B,B007_0.mat,vibration,2625.0,-7.896825189899673,141.08907248279553
B,B007_0.mat,vibration,2636.71875,-14.15164611540963,141.08907248279553
B,B007_0.mat,vibration,2648.4375,-12.10314911738777,141.08907248279553
B,B007_0.mat,vibration,2660.15625,-9.165076053591022,141.08907248279553
B,B007_0.mat,vibration,2671.875,-8.504434466989316,141.08907248279553
B,B007_0.mat,vibration,2683.59375,-7.2091426161813,141.08907248279553
B,B007_0.mat,vibration,2695.3125,-6.306121403249154,141.08907248279553
B,B007_0.mat,vibration,2707.03125,-6.546073020397861,141.08907248279553
B,B007_0.mat,vibration,2718.75,-4.22597978274025,141.08907248279553
B,B007_0.mat,vibration,2730.46875,-7.033904122268374,141.08907248279553
B,B007_0.mat,vibration,2742.1875,-9.39750215120026,141.08907248279553
B,B007_0.mat,vibration,2753.90625,-5.864531769061639,141.08907248279553
B,B007_0.mat,vibration,2765.625,-3.8066245842120527,141.08907248279553
B,B007_0.mat,vibration,2777.34375,-3.375523103878155,141.08907248279553
B,B007_0.mat,vibration,2789.0625,-3.1706046169501456,141.08907248279553
B,B007_0.mat,vibration,2800.78125,-0.9625443211110446,141.08907248279553
B,B007_0.mat,vibration,2812.5,-1.2311889875749802,141.08907248279553
B,B007_0.mat,vibration,2824.21875,-2.850780446938623,141.08907248279553
B,B007_0.mat,vibration,2835.9375,-3.2170231923758132,141.08907248279553
B,B007_0.mat,vibration,2847.65625,-2.1428766759358124,141.08907248279553
B,B007_0.mat,vibration,2859.375,-0.7183983022602183,141.08907248279553
B,B007_0.mat,vibration,2871.09375,-1.0042233976809694,141.08907248279553
B,B007_0.mat,vibration,2882.8125,-0.6288292860071852,141.08907248279553
B,B007_0.mat,vibration,2894.53125,-2.0437957499822073,141.08907248279553
B,B007_0.mat,vibration,2906.25,-3.8763472346959356,141.08907248279553
B,B007_0.mat,vibration,2917.96875,-3.848428167714001,141.08907248279553
B,B007_0.mat,vibration,2929.6875,-3.540450142840303,141.08907248279553
B,B007_0.mat,vibration,2941.40625,-1.1242521694360572,141.08907248279553
B,B007_0.mat,vibration,2953.125,-6.3104677923961,141.08907248279553
B,B007_0.mat,vibration,2964.84375,-8.819522821797111,141.08907248279553
B,B007_0.mat,vibration,2976.5625,-7.196397399721333,141.08907248279553
B,B007_0.mat,vibration,2988.28125,-7.060925765380144,141.08907248279553
B,B007_0.mat,vibration,3000.0,-5.131003073015361,141.08907248279553
B,B007_0.mat,vibration,3011.71875,-2.8067674859188947,141.08907248279553
B,B007_0.mat,vibration,3023.4375,-5.339132141014904,141.08907248279553
B,B007_0.mat,vibration,3035.15625,-5.549509666788758,141.08907248279553
B,B007_0.mat,vibration,3046.875,-6.0802469187223895,141.08907248279553
B,B007_0.mat,vibration,3058.59375,-8.845493250013876,141.08907248279553
B,B007_0.mat,vibration,3070.3125,-5.869541035881745,141.08907248279553
B,B007_0.mat,vibration,3082.03125,-7.899709301871432,141.08907248279553
B,B007_0.mat,vibration,3093.75,-6.004388943008108,141.08907248279553
B,B007_0.mat,vibration,3105.46875,-7.192777001014362,141.08907248279553
B,B007_0.mat,vibration,3117.1875,-7.117416785023614,141.08907248279553
B,B007_0.mat,vibration,3128.90625,-5.375060385080159,141.08907248279553
B,B007_0.mat,vibration,3140.625,-6.476688745609291,141.08907248279553
B,B007_0.mat,vibration,3152.34375,-9.18532492870553,141.08907248279553
B,B007_0.mat,vibration,3164.0625,-10.886384197462995,141.08907248279553
B,B007_0.mat,vibration,3175.78125,-12.48272244212227,141.08907248279553
B,B007_0.mat,vibration,3187.5,-11.168549120292628,141.08907248279553
B,B007_0.mat,vibration,3199.21875,-8.603642368576253,141.08907248279553
B,B007_0.mat,vibration,3210.9375,-8.761445777147408,141.08907248279553
B,B007_0.mat,vibration,3222.65625,-8.505734214211135,141.08907248279553
B,B007_0.mat,vibration,3234.375,-6.665141003050328,141.08907248279553
B,B007_0.mat,vibration,3246.09375,-4.9019284944897485,141.08907248279553
B,B007_0.mat,vibration,3257.8125,-1.259347383477369,141.08907248279553
B,B007_0.mat,vibration,3269.53125,-1.3459580861291314,141.08907248279553
B,B007_0.mat,vibration,3281.25,-4.368499357743505,141.08907248279553
B,B007_0.mat,vibration,3292.96875,-2.8777424145734725,141.08907248279553
B,B007_0.mat,vibration,3304.6875,-2.839433661219159,141.08907248279553
B,B007_0.mat,vibration,3316.40625,-3.197764518055028,141.08907248279553
B,B007_0.mat,vibration,3328.125,-3.119270877544583,141.08907248279553
B,B007_0.mat,vibration,3339.84375,-3.8746780897588096,141.08907248279553
B,B007_0.mat,vibration,3351.5625,-1.2292643428060848,141.08907248279553
B,B007_0.mat,vibration,3363.28125,-7.518708283030727e-08,141.08907248279553
B,B007_0.mat,vibration,3375.0,-1.8510455650708943,141.08907248279553
B,B007_0.mat,vibration,3386.71875,-3.6250842121782285,141.08907248279553
B,B007_0.mat,vibration,3398.4375,-3.3556045643484547,141.08907248279553
B,B007_0.mat,vibration,3410.15625,-3.5459009083949544,141.08907248279553
B,B007_0.mat,vibration,3421.875,-4.858267391108083,141.08907248279553
B,B007_0.mat,vibration,3433.59375,-4.563064272467232,141.08907248279553
B,B007_0.mat,vibration,3445.3125,-6.839725980567718,141.08907248279553
B,B007_0.mat,vibration,3457.03125,-7.607199042738742,141.08907248279553
B,B007_0.mat,vibration,3468.75,-6.698979724331218,141.08907248279553
B,B007_0.mat,vibration,3480.46875,-9.673646567652295,141.08907248279553
B,B007_0.mat,vibration,3492.1875,-13.271080237599506,141.08907248279553
B,B007_0.mat,vibration,3503.90625,-14.581497844847418,141.08907248279553
B,B007_0.mat,vibration,3515.625,-12.027565815033011,141.08907248279553
B,B007_0.mat,vibration,3527.34375,-8.622746427548018,141.08907248279553
B,B007_0.mat,vibration,3539.0625,-12.789747143217676,141.08907248279553
B,B007_0.mat,vibration,3550.78125,-16.581783417546863,141.08907248279553
B,B007_0.mat,vibration,3562.5,-18.30102243198358,141.08907248279553
B,B007_0.mat,vibration,3574.21875,-13.719677531238457,141.08907248279553
B,B007_0.mat,vibration,3585.9375,-9.389464553141796,141.08907248279553
B,B007_0.mat,vibration,3597.65625,-13.804467856472042,141.08907248279553
B,B007_0.mat,vibration,3609.375,-18.609578293534785,141.08907248279553
B,B007_0.mat,vibration,3621.09375,-20.263876508474638,141.08907248279553
B,B007_0.mat,vibration,3632.8125,-22.68414485877217,141.08907248279553
B,B007_0.mat,vibration,3644.53125,-19.0888736746701,141.08907248279553
B,B007_0.mat,vibration,3656.25,-18.7027782649289,141.08907248279553
B,B007_0.mat,vibration,3667.96875,-20.28810326604667,141.08907248279553
B,B007_0.mat,vibration,3679.6875,-16.127917309921862,141.08907248279553
B,B007_0.mat,vibration,3691.40625,-14.705125843308497,141.08907248279553
B,B007_0.mat,vibration,3703.125,-17.14632340426001,141.08907248279553
B,B007_0.mat,vibration,3714.84375,-18.620244857085638,141.08907248279553
B,B007_0.mat,vibration,3726.5625,-19.154969761155574,141.08907248279553
